Adresse,Code postal,Téléphone,Téléphone sans frais,Télécopieur,Courriel,Site Internet,Total: PSL,Total: HLM,Total: Total
" 5030, rue Contrecoeur , Bureau 200", H1K 0K7, (438) 387-7833,,, presidence.fusionverte@gmail.com,,116,0,116
" 13499, rue Notre-Dame Est", H1A 3T2, (438) 381-5895,,, presidence.roseaux@gmail.com,,0,0,0
" 4955, rue Buchan, bureau 41-A", H4P 1S4,,,, coop.fdi.conseil@gmail.com,,16,0,16
" 2328A, rue Frontenac", H2K 2Z9,,,, coopgilleslauzon@gmail.com,,2,0,2
" 1522, rue Ottawa,bureau 100", H3C 0P7, (514) 925-7004,,, ca.coopbassins@gmail.com,,80,0,80
" 1714, rue Richarson , 2125, rue Saint-Patrick", H3K 1G5, (514) 932-7742,,, ci.nawezi@gestionsocam.org,,23,0,23
" Bureau 100 , 181, rue de Castelnau Ouest", H2R 2W3, (514) 680-1526,,, citadinsfinance@gmail.com,,26,0,26
" 12320, boul. Rodolphe-Forget", H1E 7H3, (514) 699-3913,,, ca.coopcdq@gmail.com,,28,0,28
" 5380, rue Rivard, bureau 6", H2J 0B3,,,, secretariat.egaliterre@gmail.com,,12,0,12
" 315, rue Eleanor", H3C 0T7,,,, finances.esperluette@gmail.com,,34,0,34
" 7482, rue Joseph-Morin, app. 101", H1E 0A9, (514) 561-3859,,, bdicomiteca@gmail.com,,16,0,16
" 1945, rue Mullins, bureau 120", H3K 1N9, (438) 837-8111,,, finances.lascala@gmail.com,,9,0,9
" 5161, avenue de Gaspé, app. 106", H2T 2A1, (514) 559-5615,,, finance.coopmilened@gmail.com, https://coopmileend.com/,45,0,45
" 665, rue Galt, bureau 100", H4G 2P6, (438) 387-7243,,, csv.ca5@gmail.com,,23,0,23
" Bureau 100 , 15555, rue Sherbrooke Est", H1A 0C8,,,, cselection.habitaction81@gmail.com,,29,0,29
" 4670, rue Drolet, appartement 8", H2T 2G5, (514) 742-8718,,, tresorier.lafamiliale@gmail.com,,8,0,8
" 3770, 52e Avenue", H1A 0A6, (514) 759-9104,,, cooplcdm@gmail.com,,27,0,27
" 213, rue Viger Est", H2X 3X1, (514) 861-8936,,, chunghua@videotron.ca,,8,0,8
" 1156, rue Soulanges", H3K 2L6,,,,,,2,0,2
" 7000, avenue du Parc, bureau 206", H3N 1X1,,,, coop42erue@yahoo.com,,5,0,5
" 2186, rue Hogan", H2K 2T1, (514) 527-2740,,, septlogeshogan@gmail.com,,2,0,2
" 6400, rue Pascal, bureau 17", H1G 1T7, (450) 671-6381,, (450) 671-9130, jtanguay@cogir.net,,8,0,8
" 1405A, rue de Chambly", H1W 3H5, (514) 510-3788,,, matildefraga@gifraga.com,,13,0,13
" Appartement 7 , 2275, avenue Jeanne-D'Arc", H1W 3V8, (514) 257-9147,, (514) 769-9133, ben-1001@hotmail.ca,,0,11,11
" 4835, place Henri-Valade, app. 9", H1Y 3G7, (514) 524-7751,, (514) 524-7785, esy@fechimm.coop,,0,24,24
" Appartement 102 , 3330, rue Jean Rivard", H1Z 2A4,,,,,,5,0,5
" 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 843-6929,,, chamistmichel@gmail.com,,6,0,6
" Appartement A , 13747, boulevard Gouin Ouest", H8Z 1X6,,,, coopamisdepierrefonds@gmail.com,,0,0,0
" 409, rue Willibrord", H4G 2T7, (514) 467-6194,,, cooparcenciel@hotmail.ca,,4,0,4
" Services administratifs , 157, rue Roy Est, appartement 9", H2W 1M3, (514) 668-8989,,, boninc4@gmail.com,,5,0,5
" 6101, boul. Léger, bureau 102", H1G 1L2,,,, gestion@igc.expert,,15,0,15
" 1385, rue Villeray, app. 0", H2E 3A5,,,, la.coop.athanor@gmail.com,,7,0,7
" 6555, chemin de la , Côte-des-Neiges, bur.400", H3S 2A6,,,, coop.atlas871@gmail.com,,0,0,0
" 1945, rue Mullins", H3K 1N9, (514) 933-2755,,, financesparadis@gmail.com,,13,0,13
" 2175, rue Florian", H2K 2P4, (514) 680-4113,,, cooperative.aurore@gmail.com,,4,0,4
" 4824, place Henri Valade, app. 4", H1Y 3G8,,,,,,4,0,4
" 14606, rue Lirette, app. 001", H9H 5E7, (514) 784-1171,,, cooplavenir@videotron.ca,,10,0,10
" 2335, rue de Châteauguay", H3K 1K9, (514) 769-8675,,, coopdelavenir@hotmail.com,,2,0,2
" a/s du CEGECOM , 709-A, rue Chatham", H3J 1Z3, (514) 934-1605,, (514) 934-5441, cooperatives@cegecom.ca,,0,17,17
" Comptoir postal Saint-André , Case postale 32055", H2L 4Y5,,,, dubasdelacote@cooptel.qc.ca,,4,0,4
" 160, croissant Michaël, app. 223", H9W 6G1,,, (514) 426-9472, beaconsfieldhousingcooperative@gmail.com,,7,0,7
" 3185, rue Bedford", H3S 1G3, (514) 205-5000,,, eric.tadros@pwc.com,,13,0,13
" Appartement 8 , 8990, avenue Louis-Dessaules", H1E 7H6,,,, chbelhorizon@gmail.com,,8,0,8
" 14867, rue Lirette, bureau A", H9H 5G2, (514) 696-5679,,, coop.belle.lyrette@gmail.com,,0,24,24
" 576 A, rue Delinelle", H4C 3B1, (514) 932-8928,,, coop.labellevie@gmail.com,,0,8,8
" Bureau B , 4150, boulevard Cavendish", H4B 2N3, (514) 903-8414,,, soraya1@videotron.ca,,8,0,8
" 7969, avenue Shelley, app. 4", H1Z 3H5,,,, sgeorgieva@fechimm.coop,,0,0,0
" 1675, rue Poupart, app. 202", H2K 3G9, (514) 995-9249,,, a.boulanger2014@outlook.com,,18,0,18
" a/s de la SOCAM , 1945, rue Mullins, bureau 110", H3K 1N9, (514) 932-7742,, (514) 932-0148, f.khenfri@gestionsocam.org,,0,12,12
" 5039, rue St-Ambroise app 7", H4C 2E9, (438) 496-0831,,, cooplabas@gmail.com,,0,6,6
" 1746, rue Darling, app. 2A", H1W 2W6, (438) 501-2462,,, coopbonheuroccasion@gmail.com,,3,0,3
" 8151, avenue Souligny, app. 100", H1L 6L2, (514) 335-7660,,, diane@delegation.ca,,0,24,24
" 300, rue du Laos, appartement 30", H2T 3C6, (514) 272-8668,, (514) 272-9180, coop.santisouk@sympatico.ca,,0,36,36
" 4986, rue Bonny, appartement D1", H8Y 2A3, (514) 685-2425,, (514) 685-2425, coopbonny.d1@outlook.com,,11,0,11
" 6101, boulevard Léger, app. 102", H1G 1L2, (514) 909-5858,,, gestion@igc.expert,,26,0,26
" 514, boulevard Pie IX , Case postale 7", H1V 2B9,,,, coopborddufleuve@gmail.com,,2,0,2
" Appartement 305 , 12010, boulevard Langelier", H1G 3M5, (514) 327-5352,,, buissonniere@hotmail.com,,8,0,8
" 6569, rue Alma", H2S 2W4,,,, cooplacachette@gmail.com,,8,0,8
" 2387, rue de Coleraine, app. 010", H3K 1S5,,, (514) 523-1084, diane@delegation.ca,,0,24,24
" 1721, rue Centre, appartement 7", H3K 1H8, (514) 932-7742,, (514) 932-0148, infolog@gestionsocam.org,,0,0,0
" 36, rue Queen, boîte 003", H3C 2N5, (514) 918-3314,,, finance@cerclecarre.coop,,0,0,0
" 17, avenue Hillcrest, bureau 1A", H8R 1H9,,,, cooperative.champa@gmail.com,,2,0,2
" 2216, rue Florian", H2K 2P3,,,, cooplachanterelle@gmail.com,,5,0,5
" 111, rue des Erables, app. 6", H8R 1B1,,,, akrourfa@gmail.com,,10,0,10
" 8925, avenue Georges, bureau 8", H1K 1K3,,,,,,10,0,10
" 761, rue Marie Anne Est", H2J 2A6,,,, coop.chateaumaribert@gmail.com,,0,0,0
" 7065, rue de Vannes, app. 202", H1S 1Y5, (438) 936-7399,, (514) 337-3381, coop.vannes@gmail.com,,15,0,15
" 7370, rue Terbois, app. 512A", H1S 2M3, (514) 509-7453,, (514) 509-4839, coop_ch_terbois@outlook.com,,24,0,24
" 1855, rue du Havre, app. 107", H2K 2X4, (514) 419-6646,, (514) 419-8652, matildefraga@gifraga.com,,6,0,6
" 7800, rue Garnier , Case postale 511", H2E 3A8,,,,,,12,0,12
" Appartement 7 , 1121, rue de la Gauchetière Est", H2L 2N6, (514) 777-2951,,, coopcitedesondes@gmail.com,,1,0,1
" Délégation Immobilier , 2020, boulevard Gouin ouest", H3M 3E5, (514) 335-7660,,, diane@delegation.ca,,0,24,24
" 4860, place Henri Valade, app. 9", H1Y 3G8, (514) 757-2149,,,,,7,0,7
" 1945, rue Mullins, bureau 120", H3K 1N9,,,, m.sauve@gestionsocam.org,,0,20,20
" 238, rue Saint-Augustin, app. 7", H4C 2N6, (514) 933-0549,, (514) 509-6385, cooplacolombe@videotron.ca,,0,15,15
" 247, place Benoit, bureau 200", H4N 2H4,,,, coop.concorde.ca@gmail.com,,0,0,0
" 5, avenue Bélanger", H8R 3K5,,,,,,1,0,1
" 7991, 1re Avenue, bureau 411", H1Z 0A4, (514) 927-0451,,, coop.habitation.cotesoleil@gmail.com,,34,0,34
" 6691, ch. de la Côte Saint-Luc", H4V 1G9, (514) 481-7523,, (514) 843-5241, cotestluccoop@yahoo.ca,,7,0,7
" 3765, avenue Laurier Est, app. 7", H1X 1V9,,,, coopcoupdoeil@hotmail.com,,3,0,3
" 990, du Couvent, bureau 100", H4C 2R8,,,, coopducouvent@videotron.ca,,13,0,13
" 3279-A, rue Adam", H1W 1X8,,,, cooperativedarling@gmail.com,,5,0,5
" Appartement 9 , 880, boulevard St-Jean-Baptiste", H1B 3Z8, (514) 645-7999,, (514) 645-3445, beaudoinsy@videotron.ca,,3,0,3
" 4751, avenue Barclay, app. 10", H3W 1C8, (514) 276-8717,, (514) 276-8797, cooperativehauteville@gmail.com,,0,0,0
" Appartement 100 , 2385, boul. Henri-Bourassa Est", H2B 1T4, (514) 439-9263,,, macooperativedelille@gmail.com,,15,0,15
" 137-A, rue Delinelle", H4C 3A6,,,, coop.delinelle@outlook.com,,2,0,2
" 722, 4e Avenue , C.P. 97549,Verdun CP Wellington", H4G 2Y4,,, (514) 769-7565, ca-bons-voisins@googlegroups.com,,11,0,11
" 5185, rue Duchesneau", H1K 0E1, (514) 508-6582,,, coopdescoeursvaillants@videotron.ca,,25,0,25
" 401, boulevard Décarie, bur. 136", H4L 0A2,,,, coopdesnations@gmail.com,,0,0,0
" 6055, rue Villeneuve, bureau 100", H1G 1M1, (514) 329-3034,, (514) 507-5011, gestion@igc.expert,,19,0,19
" 2246, rue Cartier", H2K 4E8,,,, coop2oliviers@gmail.com,,3,0,3
" Appartement 101 , 8160, rue A.-A. Desroches", H1L 2S2, (514) 439-5667,,, coopbonvoisinage@hotmail.ca,,21,0,21
" 1889, rue Dufresne", H2K 3K4, (438) 333-0997,,, cooperativedufresne@hotmail.com,,4,0,4
" 8330, rue Durocher, app. 1", H3N 2Z2,,,, durochercoop@gmail.com,,13,0,13
" Appartement 100 , 7545, rue Mariana-Jodoin", H1E 6T1, (514) 769-9068,,, jj.kasembe@gestionsocam.org,,9,0,9
" Appartement 7 , 1933, rue Augustin-Cantin", H3K 3J4, (514) 464-6283,, (514) 933-5161, coopleclipse@videotron.ca,,0,24,24
" Case postale 327 , Succursale Rosemont", H1X 3B8,,,,,,0,0,0
" 3101, rue Paul-David, app. 210", H1N 0A6, (514) 759-0215,,, finances.nelligan@gmail.com,,0,0,0
" 3670, rue Lafontaine, app. 7", H1W 1V6, (514) 360-2064,,, ca@entrac.coop,,5,0,5
" 11960, boulevard Langelier", H1G 3M5, (514) 419-6646,, (514) 419-8652, matildefraga@gifraga.com,,16,0,16
" 1701, avenue Létourneux", H1V 2M9,,,, cooplenvol@gmail.com,,1,0,1
" 690, 2e Avenue, appartement 2", H8S 2T4, (514) 843-6929,,, coop.envoldelachine@outlook.com,,6,0,6
" 7765, rue Claire-Fauteux, app. 2", H1K 5B6, (514) 900-4250,,, espaces.verts@hotmail.com,,6,0,6
" 8271, boulevard Pie-IX , app. 10", H1Z 3T7, (514) 418-8222,,, coop.esperanza@yahoo.com,,0,12,12
" 2030, boul Pie IX, bureau 350", H1V 2C8,,,, matildefraga@gifraga.com,,6,0,6
" 1475, rue Grenet, appartement 10", H4L 5J2, (514) 748-5857,, (514) 748-5057, desethnies@hotmail.com,,0,48,48
" a/s de la SOCAM , 1945, rue Mullins, bureau 110", H3K 1N9, (514) 932-7742,, (514) 932-0148, l.banga@gestionsocam.org,,0,22,22
" 2556, avenue Fletcher, app. 102", H1L 4C5, (514) 933-2755,,, cooppiterhall@gmail.com,,5,0,5
" a/s de la SOCAM , 1945, rue Mullins, bureau 110", H3K 1N9, (514) 932-7742,, (514) 932-0148, l.banga@gestionsocam.org,,0,16,16
" 2060, rue Harmony, app. 101A", H2K 3P8,,,, coopfaubourg@gmail.com,,11,0,11
" 854, rue Marmier", J4K 4S2, (514) 347-3820,,, raymondeturcotte@yahoo.ca,,6,0,6
" 4819, place Henri-Valade, app. 9", H1Y 3G7,,,,,,5,0,5
" 650, rue Guy, appartement 9", H3J 1T3,,,, coopfiefsaintaugustin@gmail.com,,5,0,5
" 7505, rue Mariana-Jodoin, app. 7", H1E 6S9, (438) 275-0440,,, lefildariane.coop@hotmail.ca,,0,24,24
" 304-A, rue Saint-Ferdinand", H4C 2S8, (514) 933-2755,,, coopferdinand@gmail.com,,4,0,4
" 1885, place Beauchesne, app.401", H1L 3H1,,,, coopfleurdelysdemercier@hotmail.ca,,10,0,10
" Appartement 34 , 12020, avenue Clément-Ader", H1E 1W9,,,,,,4,0,4
" 24, rue David, appartement 1-A", H1L 6T1,,,, matildefraga@gifraga.com,,23,0,23
" 3150, rue Adam", H1W 1X6, (438) 824-9095,,,,,5,0,5
" 549A, rue Fortune", H3K 2R7, (514) 931-2132,,, coophabitationfortune@gmail.com,,7,0,7
" 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 843-6929,,, jlevesque@fechimm.coop,,0,25,25
" 9397, rue Francoeur, app. 47", H8R 2G5, (514) 807-8498,, (514) 933-7802, coopfrancoeur@gmail.com,,5,0,5
" 8401, boulvard Pie IX", H1Z 3T8, (438) 385-9385,,, cooplamicheloise2018@hotmail.com,,18,0,18
" 4515, rue Messier , Bureau 100", H2H 2J2,,,, cffunambule@gmail.com,,22,0,22
" 6291, rue Villeneuve", H1G 1M5,,,,,,2,0,2
" Plaza Ontario Est , Case postale 56607", H1W 3Z3, (514) 522-4325,, (514) 933-7802, futambule.finances@gmail.com,,11,0,11
" 4352, place Guillet", H1X 3L3, (514) 259-4869,,, maria.francois@hotmail.com,,3,0,3
" 800, 7e Avenue, appartement 2", H1B 4J3, (514) 424-3601,,, totoun123@hotmail.com,,0,20,20
" 6415 A, rue Saint-Dominique", H2S 3A6,,,, cooplesgoelands@gmail.com,,5,0,5
" 1555, rue Dutrisac, bureau 1", H4L 5K6, (514) 744-3483,,, esy@fechimm.coop,,0,23,23
" 600, rue Dufresne, bureau 4", H2K 3H9, (514) 546-2953,,, coopdufresne@gmail.com,,1,0,1
" 160, rue Murray, appartement 100", H3C 0S4,,,, conseilgriffin@gmail.com,,39,0,39
" 1397, rue Villeray, app.1A", H2E 3A5,,,, cooperativeguadeloupe@gmail.com,,6,0,6
" Case postale 105 , Succursale Anjou", H1K 4G7,,,,,,4,0,4
" Appartement 9 , 3400, boulevard Saint-Joseph Est", H1X 1W6,,,,,,1,0,1
" 1980, rue Liébert, bureau 100", H1L 5P6, (514) 582-9854,,, coopharmonie@gmail.com,,7,0,7
" 375, rue Louise Lamy, app.1", H9S 5W6,,,, hausderheimat@videotron.ca,,11,0,11
" 5460, rue Walkley, app. 003", H4V 2M7,,,, s.cordice@hotmail.com,,7,0,7
" 9215, avenue Souligny, app. 5", H1L 0A3, (514) 759-7458,,, ca.hermandad@gmail.com,,20,0,20
" 4707, rue Euclide Brien, app. 1A", H1X 3K4, (514) 995-9249,, (514) 597-2342, coophispanoamerica@outlook.com,,0,24,24
" 2585, rue Hogan, appartement 6", H2K 2T5,,,,,,8,0,8
" Bureau 400 , 2215, boul. Henri-Bourassa Est", H2B 1T1, (514) 388-4186,, (514) 544-8070, cooperative_400@hotmail.fr,,14,0,14
" 2245, rue Parthenais, app. 7", H2K 3T3, (514) 524-3061,,, inattendue.ca@gmail.com,,1,0,1
" 1455, rue Préfontaine, app. 7", H1W 2N6, (514) 335-7660,,, diane@delegation.ca,,0,21,21
" a/s de la SOCAM , 2125, rue Saint-Patrick", H3K 0B9, (514) 932-7742,, (514) 932-0148, jj.kasembe@gestionsocam.org,,0,14,14
" 1946, rue Richardson", H3K 1G7, (514) 932-7742,,, jj.kasembe@gestionsocam.org,,7,0,7
" 360, rue Charon app.8", H3K 2P2,,,, coopjoiedevivre@gmail.com,,5,0,5
" 1833, rue Joliette, app. 002", H1W 3G2, (514) 527-4442,,, mamieblue3@gmail.com,,33,0,33
" 29, rue de Jouvence, app. 6", H9H 4T7,,,,,,7,0,7
" 2171, rue Liébert, app. 1A", H1L 5R2,,,, coopan2000@hotmail.com,,4,0,4
" 618, avenue Desjardins, app. A", H1V 2G3,,,, sgeorgieva@fechimm.coop,,5,0,5
" 8065, rue Lajeunesse", H2R 2J7,,,, ca.lacollective@gmail.com,,0,0,0
" 3746, rue Adam", H1W 1Z4, (514) 351-5106,,, coopliberte.finance@gmail.com,,4,0,4
" Appartement 9 , 1885, boulevard Henri-Bourassa", H2B 1R9,,,,,,8,0,8
" 1240, rue Villeray, app. 15", H2R 1J7, (514) 277-2806,,, didicarice@gmail.com,,10,0,10
" 845, rue Amherst, appartement 2", H2L 5E8,,,, cooperativelaportedubourg@gmail.com,,15,0,15
" 11 975, rue Dulongpré, app. 2", H4J 2N3,,,,,,14,0,14
" 137, 45e Avenue, appartement 6", H8T 2L8,,,,,,0,0,0
" 3855, avenue Plamondon, app.7", H3S 1L8,,,, lechateauplamondoncooperative@gmail.com,,5,0,5
" 5671, rue Saint-Vallier", H2S 3P2,,,, cacoteauvert@gmail.com,,36,0,36
" 2016, rue Florian", H2K 2P3, (514) 522-6010,,, cooplegrandmenage@hotmail.com,,6,0,6
" 942, 24e Avenue, app. 001", H8S 3W7, (514) 634-8069,,, coop.jardin.eden@outlook.com,,0,0,0
" 1775, rue Dézéry", H1W 2S1,,,,,,8,0,8
" 5218, avenue de Gaspé, app. 3", H2T 2A2, (514) 274-7205,,, macbeth75@hotmail.com,,0,0,0
" 2269, rue Messier, appartement 5", H2K 3R2,,,, cooplephoenix@gmail.com,,1,0,1
" 7100, avenue Christophe-Colomb", H2S 2H5,,,,,,1,0,1
" Appartement 9 , 1900, boulevard du Tricentenaire", H1B 3B1, (514) 642-6196,,, coop.letriolet@outlook.com,,11,0,11
" 8665, boulevard Pie IX , Case postale 307", H1Z 3T9,,,, cooperativelesambassadeurs@gmail.com,,26,0,26
" Bureau 400 , 6555, chemin Côte-des-neiges", H3S 2A6, (514) 341-1057,,, marie.pierre@romel-montreal.ca,,6,0,6
" 1440, avenue de l'Eglise", H4E 1G2, (438) 384-4016,,, justin_alexis@msn.com,,10,0,10
" Appartement 18 , 1950, avenue des Érables", H2K 3V2, (514) 524-0212,,, virevolte@videotron.ca,,6,0,6
" 3330, rue Goyer", H3S 1J1,,,, coop.mille.visages@GMAIL.COM,,16,0,16
" 3560, rue Ethel", H4G 1S1,,,, driss.elabdal@gmail.com,,5,0,5
" 2220, rue Parthenais, bureau 315", H2K 3T4, (514) 223-4162,,, infolezarts@cooplezarts.org,,17,0,17
" 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 843-6929,,, cooperatives@cegecom.ca,,0,14,14
" 7000, avenue du Parc, bureau 206", H3N 1X1,,,, coop_lingot_dor@yahoo.com,,4,0,4
" 1610, rue Beaudry", H2L 3E7, (438) 498-8445,,, cooplogereste@gmail.com,,1,0,1
" Case postale 147, succ. Rosemont", H1X 3B6,,,, cooperativelosandes@gmail.com,,3,0,3
" 2115, rue de Châteauguay, app. 2", H3K 1K7, (514) 843-6929,,, info@fechimm.coop,,0,18,18
" 5849-A, rue Hochelaga", H1N 1W9, (514) 255-0649,, (514) 255-8599, cooperative.louis-veuillot@sympatico.ca,,0,14,14
" 1901, rue Notre-Dame, app. 9", H8S 2G1,,,, matildefraga@gifraga.com,,0,0,0
" a/s de la SOCAM , 2125, rue Saint-Patrick", H3K 0B9, (514) 932-7742,, (514) 932-0148, jj.kasembe@gestionsocam.org,,11,0,11
" 580, 2e Avenue, appartement 400", H8S 2T2,,,, diane@delegation.ca,,15,0,15
" 4833, rue de Rouen, app. A", H1V 1H6, (514) 662-2197,,, coop.mdlm@gmail.com,,9,0,9
" 70 E, avenue Mozart, app. 7", H2S 1B2,,,,,,11,0,11
" 9377, boulevard Pie IX, app. 3", H1Z 3W6, (514) 341-1057,, (514) 341-8404, maisondesiennepie@hotmail.com,,2,0,2
" 711, rue Bourget , app. 111", H4C 2M6, (514) 759-8827,,, coopmanoirbourget@gmail.com,,22,0,22
" 2560-C, rue Augustin Cantin", H3K 1C8,,,, jj.kasembe@gestionsocam.org,,13,0,13
" 4275, avenue Coloniale , Case postale 7", H2W 2C3,,,, coopmarieanne@gmail.ca,,15,0,15
" 5065, rue Clark", H2T 2T7,,,, coop.mercier@gmail.com,,0,0,0
" Appartement 17 , 11940, rue Michel-Sarrazin", H4J 2G7,,,, cmichelsarrazin@yahoo.ca,,8,0,8
" 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 910-9136,,, sgeorgieva@fechimm.coop,,0,18,18
" 9810, avenue Papineau , Case postale 5", H2B 1Z8,,,, matildefraga@gifraga.com,,11,0,11
" 2158, rue Disraeli, app. 9", H2K 4N4,,,,,,4,0,4
" 8111, avenue Souligny, app. 107A", H1L 6L2,,,,,,10,0,10
" 2125, rue St-Patrick , SOCAM", H3K 0B9, (515) 932-7742,, (514) 932-0148, jj.kasembe@gestionsocam.org,,0,22,22
" 6706, rue Irwin", H4E 4N8,,,, esy@fechimm.coop,,0,19,19
" Bureau 103 , 8071, avenue Souligny", H1L 6L2, (514) 843-6929,,, coop_multi_carrefour@hotmail.com,,5,0,5
" 2600, rue Grenet, salle 13", H4L 5E8, (514) 337-3350,,, coopmultiethnique@hotmail.com,,0,27,27
" 11750, avenue Fernand-Gauthier", H1E 7E3, (514) 419-6646,, (514) 419-8652, matildefraga@gifraga.com,,0,32,32
" 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 843-6929,,, info@fechimm.coop,,0,24,24
" 200, rue Ernest, appartement 10", H9A 3H7, (514) 696-8726,,, coopneerlandaise@hotmail.com,,12,0,12
" Appartement 13 , 4505, boulevard Saint-Jean", H9H 2A4,,,, coop.nordouest@bellnet.ca,,10,0,10
" 3-2025 Grand Boulevard , 700, avenue du Parc, bureau 600", H4B 2W7, (514) 276-8717,,, sgeorgieva@fechimm.coop,,8,0,8
 Case postale 60506, H1W 3T8, (514) 524-8164,,, cooperativelesoasisdemontreal@gmail.com,,3,0,3
" 680, rue Guy , case postale 9", H3J 1T3, (514) 938-4086,, (514) 843-5241, coopoasis2023@gmail.com,,0,24,24
" a/s de la FECHIMM , 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 843-6929,,, esy@fhcq.coop,,7,0,7
" Bureau 400 , 6555, chemin Côte-des-Neiges", H3S 2A6, (514) 341-1057,, (514) 341-8404, ormesdegoyer@hotmail.com,,6,0,6
" 1880, rue Ida-Steinberg", H1V 3W1, (514) 659-2667,,, ca@coopviauville.org,,32,0,32
" 2765, place Darlington, app. 406", H3S 1L4, (514) 344-2987,,, cooperativepalaisdarlington@yahoo.ca,,7,0,7
" Bureau 100 , 2180, rue De Biencourt", H4E 1V1, (514) 767-7096,, (514) 767-6826, coop.papillon@hotmail.com,,27,0,27
" 9890, avenue Papineau, app. 25", H2B 1Z8, (514) 515-0836,,, papineau9890@yahoo.ca,,8,0,8
" 2450, rue Mullins", H3K 1P1,,,,,,2,0,2
" 7000, avenue du Parc, bureau 206", H3N 1X1, (514) 843-6929,,, info@fechimm.coop,,0,23,23
" 3892, avenue Henri-Julien", H2W 2K2,,,, siloeled@gmail.com,,3,0,3
" 2155, rue Saint-Patrick", H3K 0B9, (514) 256-9037,,, vchocata@gerersonquartier.com,,0,30,30
" 1770, rue Prefontaine, app. 10", H1W 2P1,,,,,,5,0,5
" 101, rue Lafleur, app. 103", H4G 3C3, (514) 768-9872,, (514) 768-0452, jojo5021@hotmail.com,,13,0,13
" 4375, rue de Courtrai, app. 100", H3S 1B8,,,, cooper185@hotmail.com,,13,0,13
" Appartement 1A , 4836, place Henri-Valade", H1Y 3G8,,,, lepetitvillage.subvention@gmail.com,,8,0,8
" Appartement 10 , 3153, boulevard Rosemont", H1Y 1M6, (514) 728-9801,,, julesnoel01@gmail.com,,0,9,9
" 111-1045, rue de Bellechasse , 1035, rue de Bellechasse", H2S 1Y4,,,, cooperativelpp@gmail.com,,10,0,10
" 2316, rue Davidson", H1W 0B8,,,, conseilpetitsetgrands@gmail.com,,23,0,23
" 6415, boulevard Pie-IX , app. 12", H1X 2C3, (514) 843-6929,,, chpie-ix@outlook.com,,5,0,5
" 8845, rue Pie-IX, appartement 2", H1Z 3V2, (514) 727-9545,,, sgeorgieva@fechimm.coop,,8,0,8
" 1243, rue Dorion, appartement 7", H2K 4A2,,,, aminaata@yahoo.ca,,10,0,10
" 2562, rue d'Iberville", H2K 3E1,,,, coopiberville@hotmail.com,,6,0,6
" 1918, rue Cartier", H2K 4E6, (514) 523-4302,,, pignon.decartier@gmail.com,,6,0,6
 Case postale 634, J0T 2R0, (514) 813-2094,,, jlangelier@gestionerables.com,,5,0,5
" Appartement 18 , 5564, place Basile-Patenaude", H1Y 3E4, (514) 523-8860,,, guillaumerabat@hotmail.com,,4,0,4
" 3305, rue Goyer, appartement 15", H3S 1H9, (514) 733-4938,,, coopérativeplacegoyer@gmail.com,,3,0,3
" 12361, rue Lapierre, app. 306", H1G 3S3,,,, invoices@richmond-team.com,,12,0,12
" 4355, rue de Lanaudière, app. 40", H2J 3P3,,,, coopleplateau4355@gmail.com,,7,0,7
" 1700, rue Dorion, appartement 6", H2K 4A7,,,,,,1,0,1
" Bureau 09 , 4832, boulevard Saint-Michel", H1Y 3G3,,, (514) 523-0464, coop.lespreludes@hotmail.fr,,0,24,24
" 6006, rue de La Roche, app. 5", H2S 2C7,,,, elisabeth@daigle.net,,6,0,6
" 2247, avenue Prince-George", H2K 1S8,,,, coopprincegeorge@gmail.com,,0,0,0
" 1710, rue Mullins", H3K 1N6, (514) 849-7800,,, vchocata@gerersonquartier.com,,1,0,1
" a/s de la FECHIMM , 7000, avenue du Parc, bureau 206", H1H 1T3, (541) 843-6929,,,,,13,0,13
" 5401, rue Duchesneau", H1K 0E8, (514) 351-1192,,, cooperativelaprovidencedecontrecoeur@hotmail.ca,,10,0,10
" 1160, rue de Champlain, app. 100", H2L 2R8, (514) 849-7800,,, ca@coopradar.org,,22,0,22
" 7000, avenue du Parc, bureau 206", H3N 1X1,,,, coop.rayon.desoleil@gmail.com,,5,0,5
" 8761, 9e Avenue, app. 8", H1Z 3A3,,,, szara@hotmail.ca,,4,0,4
" 108, 5e Avenue", H4G 2Y9, (514) 577-0942,, (450) 386-3652, gperreault@fhcq.coop,,9,0,9
" 1904, rue Poupart, appartement 2", H2K 3H2, (514) 843-6929,,, yopa@bell.net,,1,0,1
" 4590, ave. d'Orléans, bureau 118", H1X 2K4, (514) 419-9030,,, ca.secretaire@cooplereverbere.com,,39,0,39
" 7810, rue Francine Mackenzie", H1K 5C1,,,,,,3,0,3
" 24, avenue David, appartement 1B", H1L 6T1, (514) 645-2816,, (514) 493-4368, calesrivesdustlaurent@hotmail.com,,9,0,9
" SOCAM , 1945, rue Mullins, bureau 110", H3K 1N9,,,, f.khenfri@gestionsocam.org,,9,0,9
" 3445, rue Parthenais, app. 7", H2K 3T8,,,, coop_rose_et_bleu@hotmail.com,,4,0,4
