Name,Link
"Coop hab. de la Montagne Verte, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_de_la_montagne_verte.html
"Coop hab. Harmonie-Rive Gauche, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_harmonie_rive_gauche.html
"Coop La Joie de Rosemont, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_la_joie_de_rosemont.html
"COOP Voisins de Viau-Robert, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_voisins_de_viau_robert.html
"Coop. d'habitation Gonthier, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_dhabitation_gonthier.html
"Coop. de sol. Fusion verte, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_de_sol_fusion_verte.html
"Coop. des Roseaux, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_des_roseaux.html
"Coop. Fleur de l'Île, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_fleur_de_lile.html
"Coop. Gilles-Lauzon, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_gilles_lauzon.html
"Coop. Hab. Bassins Havre, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_bassins_havre.html
"Coop. Hab. Chalutier Pointe, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_chalutier_pointe.html
"Coop. Hab. Citadins du Parc, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_citadins_du_parc.html
"Coop. Hab. Courant Quartier, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_courant_quartier.html
"Coop. Hab. l'Égali-Terre, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_legali_terre.html
"Coop. Hab. l'Esperluette, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_lesperluette.html
"Coop. Hab. la brise de l'île, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_la_brise_de_lile.html
"Coop. Hab. La Scala, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_la_scala.html
"Coop. Hab. Mile-End, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_mile_end.html
"Coop. Hab. Sages Verdun, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_hab_sages_verdun.html
"Coop. habit-action 81, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_habit_action_81.html
"Coop. solidarité la Familiale, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coop_solidarite_la_familiale.html
"Coop.Hab Clair. Mainbourg, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_clair_mainbourg.html
"Coop.Hab. ""Chung Hua"", ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chung_hua.html
"Coop.Hab. 4 Coins Pte-St-Ch., ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_4_coins_pte_st_ch.html
"Coop.Hab. 42e Rue Montréal, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_42e_rue_montreal.html
"Coop.Hab. 7 Loges d'Hogan, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_7_loges_dhogan.html
"Coop.Hab. Actuel, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_actuel.html
"Coop.Hab. Adrienne, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_adrienne.html
"Coop.Hab. Aigle Blanc, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_aigle_blanc.html
"Coop.Hab. Amadeus, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_amadeus.html
"Coop.Hab. Amériques, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ameriques.html
"Coop.Hab. Ami St-Michel, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ami_st_michel.html
"Coop.Hab. Amis de Pierrefonds, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_amis_de_pierrefonds.html
"Coop.Hab. Arc-en-ciel Verdun, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_arc_en_ciel_verdun.html
"Coop.Hab. Arche de Noé, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_arche_de_noe.html
"Coop.Hab. Arthur Chevrier, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_arthur_chevrier.html
"Coop.Hab. Athanor, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_athanor.html
"Coop.Hab. Atlas, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_atlas.html
"Coop.Hab. Au coeur du Paradis, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_au_coeur_du_paradis.html
"Coop.Hab. Aurore, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_aurore.html
"Coop.Hab. Avancement, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_avancement.html
"Coop.Hab. Avenir (Pierrefonds), ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_avenir_pierrefonds.html
"Coop.Hab. Avenir Pte-St-Charle, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_avenir_pte_st_charle.html
"Coop.Hab. Balcons Fleuris Mtl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_balcons_fleuris_mtl.html
"Coop.Hab. Bas de la Côte, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bas_de_la_cote.html
"Coop.Hab. Beaconsfield, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_beaconsfield.html
"Coop.Hab. Bedford, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bedford.html
"Coop.Hab. Bel horizon, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bel_horizon.html
"Coop.Hab. Belle Lyrette, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_belle_lyrette.html
"Coop.Hab. Belle Vie de Mtl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_belle_vie_de_mtl.html
"Coop.Hab. Benny Farm, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_benny_farm.html
"Coop.Hab. Béthel, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bethel.html
"Coop.Hab. Bienvenue Chez Nous, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bienvenue_chez_nous.html
"Coop.Hab. Blue Moon Pte St-Ch., ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_blue_moon_pte_st_ch.html
"Coop.Hab. Boîte à Surprise, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_boite_a_surprise.html
"Coop.Hab. Bonheur d'occasion, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonheur_doccasion.html
"Coop.Hab. Bonheur prochain, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonheur_prochain.html
"Coop.Hab. Bonheur Santisouk, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonheur_santisouk.html
"Coop.Hab. Bonny, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bonny.html
"Coop.Hab. Bons copains, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bons_copains.html
"Coop.Hab. Bord du fleuve, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_bord_du_fleuve.html
"Coop.Hab. Buissonnière, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_buissonniere.html
"Coop.Hab. Cachette Petite Pat., ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cachette_petite_pat.html
"Coop.Hab. Canal Pte St-Charles, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_canal_pte_st_charles.html
"Coop.Hab. Centre de la Pointe, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_centre_de_la_pointe.html
"Coop.Hab. Cercle Carré, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cercle_carre.html
"Coop.Hab. Champa, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_champa.html
"Coop.Hab. Chanterelle, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chanterelle.html
"Coop.Hab. Château des Erables, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_des_erables.html
"Coop.Hab. Château en Folie, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_en_folie.html
"Coop.Hab. Château Maribert, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_maribert.html
"Coop.Hab. Château Vannes, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_vannes.html
"Coop.Hab. Château-Dignité, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chateau_dignite.html
"Coop.Hab. Chêneau, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cheneau.html
"Coop.Hab. Chez-Nous/Chez-Vous, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_chez_nouschez_vous.html
"Coop.Hab. Cité des Ondes, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cite_des_ondes.html
"Coop.Hab. Clair Lune Pte St-C., ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_clair_lune_pte_st_c.html
"Coop.Hab. Clan des pacifistes, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_clan_des_pacifistes.html
"Coop.Hab. Coeur Pte St-Charles, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_coeur_pte_st_charles.html
"Coop.Hab. Colombe, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_colombe.html
"Coop.Hab. Concorde, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_concorde.html
"Coop.Hab. Corde à linge, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_corde_a_linge.html
"Coop.Hab. Côté Soleil, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cote_soleil.html
"Coop.Hab. Côte St-Luc, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_cote_st_luc.html
"Coop.Hab. Coup d'oeil, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_coup_doeil.html
"Coop.Hab. Couvent de St-Henri, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_couvent_de_st_henri.html
"Coop.Hab. Darling, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_darling.html
"Coop.Hab. de la Côte du quai, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_de_la_cote_du_quai.html
"Coop.Hab. de la Haute-Ville, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_de_la_haute_ville.html
"Coop.Hab. De Lille, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_de_lille.html
"Coop.Hab. Delinelle, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_delinelle.html
"Coop.Hab. des Bons Voisins, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_des_bons_voisins.html
"Coop.Hab. des Coeurs Vaillants, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_des_coeurs_vaillants.html
"Coop.Hab. des Nations, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_des_nations.html
"Coop.Hab. Deux écus, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_deux_ecus.html
"Coop.Hab. Deux oliviers, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_deux_oliviers.html
"Coop.Hab. du Bon Voisinage, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_du_bon_voisinage.html
"Coop.Hab. Dufresne, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_dufresne.html
"Coop.Hab. Durocher D'Anvers, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_durocher_danvers.html
"Coop.Hab. Dynamiques, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_dynamiques.html
"Coop.Hab. Eclipse St-Charles, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_eclipse_st_charles.html
"Coop.Hab. Eden du quartier, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_eden_du_quartier.html
"Coop.Hab. Émile-Nelligan, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_emile_nelligan.html
"Coop.Hab. En-trac, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_en_trac.html
"Coop.Hab. Entrepont, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_entrepont.html
"Coop.Hab. Envol, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_envol.html
"Coop.Hab. Envol de Lachine, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_envol_de_lachine.html
"Coop.Hab. Espaces verts, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_espaces_verts.html
"Coop.Hab. Espéranza, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_esperanza.html
"Coop.Hab. Estrella Del Sur, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_estrella_del_sur.html
"Coop.Hab. Ethnies de Mtl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ethnies_de_mtl.html
"Coop.Hab. Etoiles Pte St-Charl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_etoiles_pte_st_charl.html
"Coop.Hab. Familiale Peter Hall, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_familiale_peter_hall.html
"Coop.Hab. Fascination Pte St-C, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fascination_pte_st_c.html
"Coop.Hab. Faubourg Québec, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_faubourg_quebec.html
"Coop.Hab. Fenêtre fam. fières, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fenetre_fam_fieres.html
"Coop.Hab. Feuille de printemps, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_feuille_de_printemps.html
"Coop.Hab. Fief de St-Augustin, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fief_de_st_augustin.html
"Coop.Hab. Fil D'Ariane, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fil_dariane.html
"Coop.Hab. Fleur de Lys, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fleur_de_lys.html
"Coop.Hab. Fleur de Lys Mercier, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fleur_de_lys_mercier.html
"Coop.Hab. Fleurs Ader, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fleurs_ader.html
"Coop.Hab. Fleuve de l'Espoir, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fleuve_de_lespoir.html
"Coop.Hab. Folle du logis, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_folle_du_logis.html
"Coop.Hab. Fortune, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fortune.html
"Coop.Hab. Fou-rire Sud-ouest, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fou_rire_sud_ouest.html
"Coop.Hab. Francoeur (Lasalle), ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_francoeur_lasalle.html
"Coop.Hab. frat. Micheloise, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_frat_micheloise.html
"Coop.Hab. Funambule, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_funambule.html
"Coop.Hab. Fusion Première, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_fusion_premiere.html
"Coop.Hab. Futambule, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_futambule.html
"Coop.Hab. Garenne, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_garenne.html
"Coop.Hab. Giron d'Aile, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_giron_daile.html
"Coop.Hab. Goélands, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_goelands.html
"Coop.Hab. Grand-Atlas, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_grand_atlas.html
"Coop.Hab. Grant Dufresne, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_grant_dufresne.html
"Coop.Hab. Griffin, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_griffin.html
"Coop.Hab. Guadeloupe, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_guadeloupe.html
"Coop.Hab. Guatemala, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_guatemala.html
"Coop.Hab. Habitanou, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_habitanou.html
"Coop.Hab. Harmonie de Mtl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_harmonie_de_mtl.html
"Coop.Hab. Haus Der Heimat, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_haus_der_heimat.html
"Coop.Hab. Havre de Paix, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_havre_de_paix.html
"Coop.Hab. Hermandad, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_hermandad.html
"Coop.Hab. Hispano-América, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_hispano_america.html
"Coop.Hab. Hogan Hogan, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_hogan_hogan.html
"Coop.Hab. Île de la Visitation, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ile_de_la_visitation.html
"Coop.Hab. Inattendue, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_inattendue.html
"Coop.Hab. Infini, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_infini.html
"Coop.Hab. Jardin Pte St-Charle, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_jardin_pte_st_charle.html
"Coop.Hab. Joe Beef, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_joe_beef.html
"Coop.Hab. Joie de vivre, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_joie_de_vivre.html
"Coop.Hab. Jolie Fontaine, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_jolie_fontaine.html
"Coop.Hab. Jouvence, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_jouvence.html
"Coop.Hab. l'An 2000 Montréal, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lan_2000_montreal.html
"Coop.Hab. l'Envolée, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lenvolee.html
"Coop.Hab. La Collective, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_la_collective.html
"Coop.Hab. la Liberté, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_la_liberte.html
"Coop.Hab. La Paix, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_la_paix.html
"Coop.Hab. La Perle de Villeray, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_la_perle_de_villeray.html
"Coop.Hab. La Porte du Bourg, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_la_porte_du_bourg.html
"Coop.Hab. Lachapelle, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lachapelle.html
"Coop.Hab. Lachine ouest, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lachine_ouest.html
"Coop.Hab. Le Château, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_le_chateau.html
"Coop.Hab. Le Coteau Vert, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_le_coteau_vert.html
"Coop.Hab. Le Grand Ménage, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_le_grand_menage.html
"Coop.Hab. Le Jardin d'Eden, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_le_jardin_deden.html
"Coop.Hab. Le Martinet, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_martinet.html
"Coop.Hab. Le P'tit Bloc, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_le_ptit_bloc.html
"Coop.Hab. Le Phoenix, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_le_phoenix.html
"Coop.Hab. Le Solstice, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_le_solstice.html
"Coop.Hab. Le Triolet, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_le_triolet.html
"Coop.Hab. Les Ambassadeurs, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_les_ambassadeurs.html
"Coop.Hab. Les Amis Ball, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_les_amis_ball.html
"Coop.Hab. les Copains d'Abord, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_les_copains_dabord.html
"Coop.Hab. les Dames de Coeur, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_les_dames_de_coeur.html
"Coop.Hab. Les Mille Visages, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_les_mille_visages.html
"Coop.Hab. Les Trois Hérons, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_les_trois_herons.html
"Coop.Hab. Lézarts, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lezarts.html
"Coop.Hab. Lien de Mtl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lien_de_mtl.html
"Coop.Hab. Lingot D'Or, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_lingot_dor.html
"Coop.Hab. Logereste Montréal, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_logereste_montreal.html
"Coop.Hab. Los Andes, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_los_andes.html
"Coop.Hab. Louis-Cyr St-Henri, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_louis_cyr_st_henri.html
"Coop.Hab. Louis-Veuillot, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_louis_veuillot.html
"Coop.Hab. Louisiane, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_louisiane.html
"Coop.Hab. Luangphrabang-Mtr, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_luangphrabang_mtr.html
"Coop.Hab. Macadam (Lachine), ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_macadam_lachine.html
"Coop.Hab. main dans la main, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_main_dans_la_main.html
"Coop.Hab. Maison de la Paix, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_maison_de_la_paix.html
"Coop.Hab. Maison de Sienne, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_maison_de_sienne.html
"Coop.Hab. Manoir Bourget, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_manoir_bourget.html
"Coop.Hab. Manufacture, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_manufacture.html
"Coop.Hab. Marie-Anne, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_marie_anne.html
"Coop.Hab. Mercier ( Mtl ), ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mercier_mtl.html
"Coop.Hab. Michel-Sarrazin, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_michel_sarrazin.html
"Coop.Hab. Milieu (Montréal), ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_milieu_montreal.html
"Coop.Hab. Mimosas, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mimosas.html
"Coop.Hab. Mine de rien, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mine_de_rien.html
"Coop.Hab. Mission Latina, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_mission_latina.html
"Coop.Hab. Moissons, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_moissons.html
"Coop.Hab. Monde à L'Envers Mtl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_monde_a_lenvers_mtl.html
"Coop.Hab. Multi-Carrefour, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_multi_carrefour.html
"Coop.Hab. Multi-Ethnique Mtl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_multi_ethnique_mtl.html
"Coop.Hab. Multic.Coeur-à-coeur, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_multiccoeur_a_coeur.html
"Coop.Hab. Naufragés Pte St-Ch., ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_naufrages_pte_st_ch.html
"Coop.Hab. Néerlandaise de Mtl, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_neerlandaise_de_mtl.html
"Coop.Hab. Nord-Ouest, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_nord_ouest.html
"Coop.Hab. Nouveau Sengsavang, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_nouveau_sengsavang.html
"Coop.Hab. Oasis de Montréal, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_oasis_de_montreal.html
"Coop.Hab. Oasis du Sud-Ouest, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_oasis_du_sud_ouest.html
"Coop.Hab. Orient, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_orient.html
"Coop.Hab. Ormes de Goyer, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ormes_de_goyer.html
"Coop.Hab. P'tit train de Viau., ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_ptit_train_de_viau.html
"Coop.Hab. Palais Darlington, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_palais_darlington.html
"Coop.Hab. Papillon sud-ouest, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_papillon_sud_ouest.html
"Coop.Hab. Papineau Ahuntsic, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_papineau_ahuntsic.html
"Coop.Hab. Parc, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_parc.html
"Coop.Hab. Parchemin, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_parchemin.html
"Coop.Hab. Partout, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_partout.html
"Coop.Hab. Pas-à-Pas, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pas_a_pas.html
"Coop.Hab. Paxane Mit, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_paxane_mit.html
"Coop.Hab. Perce-Neige Verdun, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_perce_neige_verdun.html
"Coop.Hab. Perle Internationale, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_perle_internationale.html
"Coop.Hab. Petit village, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_petit_village.html
"Coop.Hab. Petite Côte, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_petite_cote.html
"Coop.Hab. Petite patrie, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_petite_patrie.html
"Coop.Hab. Petits et Grands, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_petits_et_grands.html
"Coop.Hab. Pie-IX Beaubien, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pie_ix_beaubien.html
"Coop.Hab. Pie-IX-Denis-Papin, ",http://www.habitation.gouv.qc.ca/repertoire/organisme/coophab_pie_ix_denis_papin.html
